gene tissue chr pos LRstat logP
FBgn0000018 Body 3R 550000 19.8865070733109 2.23506857595149
FBgn0000018 Body 3R 560000 18.9590494447857 2.08005444236193
FBgn0000018 Body 3R 570000 19.7581550734672 2.21350067691958
FBgn0000018 Body 3R 580000 18.2448372416065 1.96206179629137
FBgn0000018 Body 3R 590000 18.1837243428417 1.95202426302414
FBgn0000018 Body 3R 6e+05 18.1813862239178 1.95164042531749
FBgn0000018 Body 3R 610000 18.1766664449992 1.95086564436279
FBgn0000018 Body 3R 620000 18.6517993208663 2.02914192305412
FBgn0000018 Body 3R 630000 18.3944672814023 1.98667766406624
FBgn0000018 Body 3R 640000 18.1440669165145 1.94551577970374
FBgn0000018 Body 3R 650000 18.5751610083475 2.01647823279781
FBgn0000018 Body 3R 660000 18.2858466993566 1.96880272503045
FBgn0000018 Body 3R 670000 18.2152762983983 1.95720535432306
FBgn0000018 Body 3R 680000 18.2064403988379 1.95575417186578
FBgn0000018 Body 3R 690000 18.1275733870161 1.94281008215059
FBgn0000018 Body 3R 7e+05 18.8210643156772 2.05716175336038
FBgn0000018 Body 3R 710000 18.4464950489778 1.99524995638992
FBgn0000018 Body 3R 720000 18.5819097438698 2.01759281479009
FBgn0000018 Body 3R 730000 19.3046594300367 2.13759014473017
FBgn0000018 Body 3R 740000 19.1441848987183 2.11084040911666
FBgn0000018 Body 3R 750000 22.3461424544353 2.65487583578849
FBgn0000018 Body 3R 760000 21.6774541754976 2.53958705546675
FBgn0000018 Body 3R 770000 35.8088344112557 5.10364611558648
FBgn0000018 Body 3R 780000 23.5264679119241 2.86028783608393
FBgn0000018 Body 3R 790000 21.0523186267205 2.43256390991534
FBgn0000018 Body 3R 8e+05 22.8741586144752 2.74647418016147
FBgn0000018 Body 3R 810000 20.7487040544088 2.38086072520973
FBgn0000018 Body 3R 820000 23.271398408122 2.81569986262282
FBgn0000018 Body 3R 830000 28.2438244466857 3.70200630019171
FBgn0000018 Body 3R 840000 25.7554219834515 3.25419587986142
FBgn0000018 Body 3R 850000 21.9991557884609 2.59494997338535
FBgn0000018 Body 3R 860000 23.0464550127299 2.77646720531419
FBgn0000018 Body 3R 870000 20.8908838671223 2.40504990699436
FBgn0000018 Body 3R 880000 25.1110109596807 3.13956079049108
FBgn0000018 Body 3R 890000 22.9719436486989 2.76349025232728
FBgn0000018 Body 3R 9e+05 22.784949676387 2.73096467345787
FBgn0000018 Body 3R 910000 23.5375546992645 2.86222828924176
FBgn0000018 Body 3R 920000 32.5368530102592 4.49095916339621
FBgn0000018 Body 3R 930000 23.7759583379211 2.90400246263033
FBgn0000018 Body 3R 940000 25.5663398929501 3.22049943852243
FBgn0000018 Body 3R 950000 19.8512204449116 2.2291355179089
FBgn0000018 Body 3R 960000 21.453578833451 2.50117352162576
FBgn0000018 Body 3R 970000 19.7021312105339 2.20409794636556
FBgn0000018 Body 3R 980000 21.926217457114 2.58238099485478
FBgn0000018 Body 3R 990000 18.5861454800724 2.01829242142333
FBgn0000018 Body 3R 1e+06 18.6350096142369 2.02636637026541
FBgn0000018 Body 3R 1010000 18.5856799021326 2.01821552085425
FBgn0000018 Body 3R 1020000 22.8706137005088 2.74585761660416
FBgn0000018 Body 3R 1030000 18.6814594194402 2.03404679273263
FBgn0000018 Body 3R 1040000 19.0978608410996 2.10312969625523
FBgn0000018 Body 3R 1050000 24.3465929464728 3.00435537036197
FBgn0000018 Body 3R 1060000 20.8776608164303 2.40279854561339
FBgn0000018 Body 3R 1070000 19.7564194916167 2.2132092826132
FBgn0000018 Body 3R 1080000 18.6560990186658 2.02985282842912
FBgn0000018 Body 3R 1090000 18.759863260465 2.04702265358762
FBgn0000018 Body 3R 1100000 18.5655771690313 2.0148956134816
FBgn0000018 Body 3R 1110000 18.6044873288297 2.02132240872908
FBgn0000018 Body 3R 1120000 19.1274224073945 2.1080496879706
FBgn0000018 Body 3R 1130000 20.7968257257671 2.38904315554167
FBgn0000018 Body 3R 1140000 21.5344342557814 2.51503612032969
FBgn0000018 Body 3R 1150000 23.1988945487878 2.80304518186981
FBgn0000018 Body 3R 1160000 23.2764996191022 2.81659054525562
FBgn0000018 Body 3R 1170000 22.9477292655474 2.75927507454992
FBgn0000018 Body 3R 1180000 20.0091055872563 2.25570320112261
FBgn0000018 Body 3R 1190000 19.9266705804548 2.24182492849131
FBgn0000018 Body 3R 1200000 20.7446497385804 2.38017155809843
FBgn0000018 Body 3R 1210000 22.0440166772528 2.60268537704983
FBgn0000018 Body 3R 1220000 22.2504400645653 2.6383260938765
FBgn0000018 Body 3R 1230000 20.0428330140044 2.26138558110883
FBgn0000018 Body 3R 1240000 23.2130234926835 2.80551053685227
FBgn0000018 Body 3R 1250000 19.0299993516846 2.09184310699883
FBgn0000018 Body 3R 1260000 19.7913783321555 2.21907995136085
FBgn0000018 Body 3R 1270000 18.9751487542662 2.08272837670266
FBgn0000018 Body 3R 1280000 17.7965369502722 1.88865347537581
FBgn0000018 Body 3R 1290000 17.3935381157999 1.82311540765229
FBgn0000018 Body 3R 1300000 17.2657198515203 1.80242113292575
FBgn0000018 Body 3R 1310000 17.2221935244797 1.79538438697987
FBgn0000018 Body 3R 1320000 19.7463854540301 2.21152475503529
FBgn0000018 Body 3R 1330000 17.9564759273335 1.91478347442367
FBgn0000018 Body 3R 1340000 18.3910389252501 1.98611303184638
FBgn0000018 Body 3R 1350000 18.0061149237804 1.92290680515025
FBgn0000018 Body 3R 1360000 17.8395117470536 1.89566788320426
FBgn0000018 Body 3R 1370000 17.4454591994659 1.83153447260641
FBgn0000018 Body 3R 1380000 17.9087580721553 1.9069805728225
FBgn0000018 Body 3R 1390000 17.7692749301909 1.88420625533954
FBgn0000018 Body 3R 1400000 17.8957593486211 1.90485602968772
FBgn0000018 Body 3R 1410000 17.3552893251281 1.81691805223075
FBgn0000018 Body 3R 1420000 17.565435551071 1.85101687782214
FBgn0000018 Body 3R 1430000 18.0003945987041 1.9219703588748
FBgn0000018 Body 3R 1440000 18.3462196932746 1.97873424125221
FBgn0000018 Body 3R 1450000 17.7303222154565 1.87785536087992
FBgn0000018 Body 3R 1460000 17.9785455228912 1.91839433422647
FBgn0000018 Body 3R 1470000 18.4653242338127 1.99835398179538
FBgn0000018 Body 3R 1480000 18.1457392147136 1.94579015234135
FBgn0000018 Body 3R 1490000 18.1430860861365 1.945354858965
FBgn0000018 Body 3R 1500000 18.1426512672128 1.94528352082841
FBgn0000018 Body 3R 1510000 18.1422990011301 1.94522572699607
FBgn0000018 Body 3R 1520000 18.1421364544412 1.94519905920458
FBgn0000018 Body 3R 1530000 18.1420107296144 1.94517843254053
FBgn0000018 Body 3R 1540000 18.1418621510206 1.94515405649427
FBgn0000018 Body 3R 1550000 18.1417265729633 1.94513181338641
FBgn0000018 Body 3R 1560000 18.1415609967839 1.94510464881232
FBgn0000018 Body 3R 1570000 18.1414313928976 1.94508338593324
FBgn0000018 Body 3R 1580000 18.141326760127 1.9450662198593
FBgn0000018 Body 3R 1590000 18.1411869471908 1.94504328216381
FBgn0000018 Body 3R 1600000 18.1410742721505 1.94502479674496
FBgn0000018 Body 3R 1610000 18.141084042612 1.9450263996814
FBgn0000018 Body 3R 1620000 18.1410768619112 1.94502522161963
FBgn0000018 Body 3R 1630000 18.1410638883349 1.94502309318226
FBgn0000018 Body 3R 1640000 18.1410539574176 1.94502146392204
FBgn0000018 Body 3R 1650000 18.1410344700503 1.9450182668372
FBgn0000018 Body 3R 1660000 18.1410204151989 1.94501596100801
FBgn0000018 Body 3R 1670000 18.1410107988727 1.94501438336048
FBgn0000018 Body 3R 1680000 18.1409871369906 1.9450105014102
FBgn0000018 Body 3R 1690000 18.140964381189 1.94500676811213
FBgn0000018 Body 3R 1700000 18.1409589422819 1.94500587580972
FBgn0000018 Body 3R 1710000 18.1409340840969 1.94500179759822
FBgn0000018 Body 3R 1720000 18.140921269322 1.94499969521839
FBgn0000018 Body 3R 1730000 18.1409148238399 1.94499863777886
FBgn0000018 Body 3R 1740000 18.1409025666826 1.94499662688182
FBgn0000018 Body 3R 1750000 18.140872700304 1.94499172703509
FBgn0000018 Body 3R 1760000 18.1408571089182 1.9449891691296
FBgn0000018 Body 3R 1770000 18.1408439458291 1.94498700960826
FBgn0000018 Body 3R 1780000 18.1408147302977 1.94498221654317
FBgn0000018 Body 3R 1790000 18.1408080621322 1.94498112257224
FBgn0000018 Body 3R 1800000 18.1407877770866 1.94497779463358
FBgn0000018 Body 3R 1810000 18.1407765728359 1.94497595647898
FBgn0000018 Body 3R 1820000 18.1407589355481 1.94497306292944
FBgn0000018 Body 3R 1830000 18.1407440537273 1.94497062143871
FBgn0000018 Body 3R 1840000 18.1407210460097 1.94496684682582
FBgn0000018 Body 3R 1850000 18.140728332361 1.94496804221394
FBgn0000018 Body 3R 1860000 18.1407100157917 1.94496503722467
FBgn0000018 Body 3R 1870000 18.1407195648299 1.94496660382564
FBgn0000018 Body 3R 1880000 18.1406981826162 1.94496309589186
FBgn0000018 Body 3R 1890000 18.1406739258482 1.94495911636444
FBgn0000018 Body 3R 1900000 18.1406483928222 1.94495492745775
FBgn0000018 Body 3R 1910000 18.1406411777084 1.94495374375822
FBgn0000018 Body 3R 1920000 18.1406218946249 1.94495058020839
FBgn0000018 Body 3R 1930000 18.140598082919 1.94494667370179
FBgn0000018 Body 3R 1940000 18.1405854122077 1.94494459496775
FBgn0000018 Body 3R 1950000 18.1405674317498 1.94494164512699
FBgn0000018 Body 3R 1960000 18.1405587380705 1.94494021885829
FBgn0000018 Body 3R 1970000 18.1405341128516 1.94493617889217
FBgn0000018 Body 3R 1980000 18.1405191732474 1.94493372793016
FBgn0000018 Body 3R 1990000 18.1404952483963 1.94492980286744
FBgn0000018 Body 3R 2e+06 18.1404780538633 1.944926981968
FBgn0000018 Body 3R 2010000 18.1404581899546 1.94492372313727
FBgn0000018 Body 3R 2020000 18.1404431168421 1.94492125027507
FBgn0000018 Body 3R 2030000 18.1404321554364 1.94491945197095
FBgn0000018 Body 3R 2040000 18.140427038044 1.9449186124229
FBgn0000018 Body 3R 2050000 18.1404185470169 1.94491721940399
FBgn0000018 Body 3R 2060000 18.1403968563222 1.94491366087797
FBgn0000018 Body 3R 2070000 18.1403928646582 1.94491300601479
FBgn0000018 Body 3R 2080000 18.1403868109164 1.94491201285195
FBgn0000018 Body 3R 2090000 18.1403818258559 1.94491119501457
FBgn0000018 Body 3R 2100000 18.1403826952865 1.94491133765131
FBgn0000018 Body 3R 2110000 18.1403801226797 1.94491091559547
FBgn0000018 Body 3R 2120000 18.1401474972427 1.944872751681
FBgn0000018 Body 3R 2130000 18.1391523858997 1.94470949790429
FBgn0000018 Body 3R 2140000 18.1381746998554 1.94454910531252
FBgn0000018 Body 3R 2150000 18.1372199159964 1.94439247225626
FBgn0000018 Body 3R 2160000 18.1362795509531 1.94423820689517
FBgn0000018 Body 3R 2170000 18.1353717742099 1.94408928973558
FBgn0000018 Body 3R 2180000 18.1344807393234 1.94394312105906
FBgn0000018 Body 3R 2190000 18.1335886160768 1.94379677587689
FBgn0000018 Body 3R 2200000 18.132722911992 1.94365476647698
FBgn0000018 Body 3R 2210000 18.1318691245124 1.94351471374385
FBgn0000018 Body 3R 2220000 18.131045743532 1.94337965056675
FBgn0000018 Body 3R 2230000 18.1302371161551 1.94324700918186
FBgn0000018 Body 3R 2240000 18.129442915756 1.94311673592152
FBgn0000018 Body 3R 2250000 18.1286583020283 1.94298803675358
FBgn0000018 Body 3R 2260000 18.1279066593984 1.94286474726839
FBgn0000018 Body 3R 2270000 18.1271760704499 1.94274491253456
FBgn0000018 Body 3R 2280000 18.1264647968624 1.94262824731122
FBgn0000018 Body 3R 2290000 18.1257598047905 1.94251261367784
FBgn0000018 Body 3R 2300000 18.12508381925 1.94240173892403
FBgn0000018 Body 3R 2310000 18.1244253934478 1.94229374543209
FBgn0000018 Body 3R 2320000 18.1238176194388 1.94219406071566
FBgn0000018 Body 3R 2330000 18.1231951488485 1.94209196650307
FBgn0000018 Body 3R 2340000 18.1226178949491 1.94199728937016
FBgn0000018 Body 3R 2350000 18.1220421518792 1.9419028608822
FBgn0000018 Body 3R 2360000 18.1214316839087 1.94180273803751
FBgn0000018 Body 3R 2370000 18.0984355370438 1.93803183536713
FBgn0000018 Body 3R 2380000 17.9952346167693 1.92112571628355
FBgn0000018 Body 3R 2390000 17.892609055903 1.90434120463628
FBgn0000018 Body 3R 2400000 17.7907812648878 1.88771439390608
FBgn0000018 Body 3R 2410000 17.6899712561672 1.87128074559036
FBgn0000018 Body 3R 2420000 17.5903650087307 1.8550699475679
FBgn0000018 Body 3R 2430000 17.4917543055776 1.83904748836902
FBgn0000018 Body 3R 2440000 17.3943380238898 1.823245057669
FBgn0000018 Body 3R 2450000 17.2984367005006 1.8077138168923
FBgn0000018 Body 3R 2460000 17.2040889609511 1.79245904280416
FBgn0000018 Body 3R 2470000 17.1119417546561 1.77758409167302
FBgn0000018 Body 3R 2480000 17.0221556711681 1.76311333374928
FBgn0000018 Body 3R 2490000 16.9344561382413 1.74900102133333
FBgn0000018 Body 3R 2500000 16.8492331819816 1.7353083936146
FBgn0000018 Body 3R 2510000 16.7667273459274 1.72207236340504
FBgn0000018 Body 3R 2520000 16.745364117915 1.7186483935465
FBgn0000018 Body 3R 2530000 16.728574212766 1.71595834584197
FBgn0000018 Body 3R 2540000 16.7120185326517 1.71330663461258
FBgn0000018 Body 3R 2550000 16.6957034448074 1.7106942464384
FBgn0000018 Body 3R 2560000 16.6796263022102 1.70812072433856
FBgn0000018 Body 3R 2570000 16.6665647912355 1.7060304852013
FBgn0000018 Body 3R 2580000 16.6643045365895 1.70566882676571
FBgn0000018 Body 3R 2590000 16.6620673887714 1.70531088045059
FBgn0000018 Body 3R 2600000 16.6598787892876 1.70496071622348
FBgn0000018 Body 3R 2610000 16.6577103137874 1.70461378567483
FBgn0000018 Body 3R 2620000 16.6555838906402 1.70427359649337
FBgn0000018 Body 3R 2630000 16.6555247144747 1.70426412956994
FBgn0000018 Body 3R 2640000 16.6558288854262 1.70431279054009
FBgn0000018 Body 3R 2650000 16.6561475850644 1.70436377608847
FBgn0000018 Body 3R 2660000 16.6564410826527 1.70441073007982
FBgn0000018 Body 3R 2670000 16.6567745177804 1.70446407362108
FBgn0000018 Body 3R 2680000 16.6571171322512 1.70451888603194
FBgn0000018 Body 3R 2690000 16.6574888008231 1.70457834699031
FBgn0000018 Body 3R 2700000 16.6578633083882 1.70463826255431
FBgn0000018 Body 3R 2710000 16.6582448213649 1.70469929930445
FBgn0000018 Body 3R 2720000 16.6586455219085 1.70476340626024
FBgn0000018 Body 3R 2730000 16.6590771112415 1.70483245555714
FBgn0000018 Body 3R 2740000 16.659525433975 1.70490418258685
FBgn0000018 Body 3R 2750000 16.6599817903316 1.70497719552322
FBgn0000018 Body 3R 2760000 16.6604202091421 1.70504733919174
FBgn0000018 Body 3R 2770000 16.660914753259 1.70512646316268
FBgn0000018 Body 3R 2780000 16.6613947203596 1.70520325559247
FBgn0000018 Body 3R 2790000 16.6618974489343 1.70528369047798
FBgn0000018 Body 3R 2800000 16.6624105516457 1.70536578595992
FBgn0000018 Body 3R 2810000 16.6629344180942 1.70544960442158
FBgn0000018 Body 3R 2820000 16.663477340976 1.70553647276119
FBgn0000018 Body 3R 2830000 16.6640439698422 1.70562713501576
FBgn0000018 Body 3R 2840000 16.664608925636 1.70571753051732
FBgn0000018 Body 3R 2850000 16.6651900566785 1.70581051511519
FBgn0000018 Body 3R 2860000 16.6657864766294 1.7059059470702
FBgn0000018 Body 3R 2870000 16.6663879440293 1.70600218772042
FBgn0000018 Body 3R 2880000 16.6670031706385 1.70610063108267
FBgn0000018 Body 3R 2890000 16.6676412136258 1.70620272650857
FBgn0000018 Body 3R 2900000 16.6682795352131 1.70630486771607
FBgn0000018 Body 3R 2910000 16.6689325235525 1.70640935707181
FBgn0000018 Body 3R 2920000 16.6695946561695 1.70651531095347
FBgn0000018 Body 3R 2930000 16.6702660632586 1.70662275024858
FBgn0000018 Body 3R 2940000 16.6711386478278 1.70676238417047
FBgn0000018 Body 3R 2950000 16.6721586152598 1.70692560564105
FBgn0000018 Body 3R 2960000 16.6731847203887 1.70708981239934
FBgn0000018 Body 3R 2970000 16.6742193924806 1.70725539326529
FBgn0000018 Body 3R 2980000 16.6752754087288 1.70742439313852
FBgn0000018 Body 3R 2990000 16.6763332309952 1.70759368533442
FBgn0000018 Body 3R 3e+06 16.6773587155158 1.70775780539759
FBgn0000018 Body 3R 3010000 16.6784084445148 1.70792580879339
FBgn0000018 Body 3R 3020000 16.6794747681029 1.70809647138749
FBgn0000018 Body 3R 3030000 16.6805413991142 1.70826718653606
FBgn0000018 Body 3R 3040000 16.6816048578776 1.70843739730106
FBgn0000018 Body 3R 3050000 16.6826813356256 1.70860969519923
FBgn0000018 Body 3R 3060000 16.6837666854772 1.70878341659646
FBgn0000018 Body 3R 3070000 16.6848808900772 1.70896176010207
FBgn0000018 Body 3R 3080000 16.6859497543005 1.70913284970372
FBgn0000018 Body 3R 3090000 16.6870458282533 1.70930829817179
FBgn0000018 Body 3R 3100000 16.6881660927115 1.70948762246756
FBgn0000018 Body 3R 3110000 16.6892753047064 1.7096651812008
FBgn0000018 Body 3R 3120000 16.6892831097939 1.70966643062445
FBgn0000018 Body 3R 3130000 16.6892157920192 1.70965565452837
FBgn0000018 Body 3R 3140000 16.6891596318119 1.70964666452378
FBgn0000018 Body 3R 3150000 16.6890829017802 1.70963438176119
FBgn0000018 Body 3R 3160000 16.6889881406842 1.70961921265224
FBgn0000018 Body 3R 3170000 16.6889219757545 1.70960862115865
FBgn0000018 Body 3R 3180000 16.6888490805218 1.70959695231222
FBgn0000018 Body 3R 3190000 16.6887750032579 1.70958509426588
FBgn0000018 Body 3R 3200000 16.688704573156 1.7095738200603
FBgn0000018 Body 3R 3210000 16.6886287323418 1.70956167974306
FBgn0000018 Body 3R 3220000 16.6885761380527 1.70955326065357
FBgn0000018 Body 3R 3230000 16.6884900480113 1.70953947971177
FBgn0000018 Body 3R 3240000 16.6884092542846 1.7095265466022
FBgn0000018 Body 3R 3250000 16.6884271195631 1.7095294063969
FBgn0000018 Body 3R 3260000 16.688486508956 1.70953891319472
FBgn0000018 Body 3R 3270000 16.688542152051 1.70954782031078
FBgn0000018 Body 3R 3280000 16.6885878650114 1.70955513785886
FBgn0000018 Body 3R 3290000 16.6886128568904 1.7095591384616
FBgn0000018 Body 3R 3300000 16.6886631753769 1.70956719325471
FBgn0000018 Body 3R 3310000 16.6887111226138 1.70957486847409
FBgn0000018 Body 3R 3320000 16.6887582943687 1.70958241956373
FBgn0000018 Body 3R 3330000 16.6888107880541 1.70959082257711
FBgn0000018 Body 3R 3340000 16.6888578474532 1.70959835569502
FBgn0000018 Body 3R 3350000 16.6889031332594 1.70960560490803
FBgn0000018 Body 3R 3360000 16.6889629349425 1.70961517778735
FBgn0000018 Body 3R 3370000 16.6889795654465 1.70961783995188
FBgn0000018 Body 3R 3380000 16.6890387914491 1.70962732069121
FBgn0000018 Body 3R 3390000 16.6891181697133 1.70964002736663
FBgn0000018 Body 3R 3400000 16.6891824885811 1.70965032338486
FBgn0000018 Body 3R 3410000 16.8724999506617 1.73904454547177
FBgn0000018 Body 3R 3420000 17.0497786775568 1.76756287861579
FBgn0000018 Body 3R 3430000 17.2153216368324 1.79427391621326
FBgn0000018 Body 3R 3440000 17.3671295343784 1.81883606155011
FBgn0000018 Body 3R 3450000 17.5034423684046 1.84094521153946
FBgn0000018 Body 3R 3460000 17.5911938272511 1.85520472692864
FBgn0000018 Body 3R 3470000 17.5913910157601 1.85523679325713
FBgn0000018 Body 3R 3480000 17.5915929448392 1.8552696305944
FBgn0000018 Body 3R 3490000 17.5914638177833 1.85524863217623
FBgn0000018 Body 3R 3500000 17.5893875817628 1.85491100443544
FBgn0000018 Body 3R 3510000 17.5873536784434 1.85458027189531
FBgn0000018 Body 3R 3520000 17.5853154852884 1.85424885296344
FBgn0000018 Body 3R 3530000 17.5832880390112 1.85391919262292
FBgn0000018 Body 3R 3540000 17.5812577485217 1.85358908091605
FBgn0000018 Body 3R 3550000 17.5701023087549 1.85177547900085
FBgn0000018 Body 3R 3560000 17.5484429873877 1.84825516171145
FBgn0000018 Body 3R 3570000 17.5269493483479 1.84476302680507
FBgn0000018 Body 3R 3580000 17.5056542523971 1.84130438410899
FBgn0000018 Body 3R 3590000 17.4845245173706 1.83787381535283
FBgn0000018 Body 3R 3600000 17.4416623336224 1.83091855638415
FBgn0000018 Body 3R 3610000 17.3922478128152 1.8229062775724
FBgn0000018 Body 3R 3620000 17.3472225594646 1.815611528627
FBgn0000018 Body 3R 3630000 17.3070527223335 1.80910814533773
FBgn0000018 Body 3R 3640000 17.2721485776419 1.80346088897666
FBgn0000018 Body 3R 3650000 17.2429011985932 1.79873146465201
FBgn0000018 Body 3R 3660000 17.2196064558293 1.79496631110255
FBgn0000018 Body 3R 3670000 17.2025455256326 1.79220969615205
FBgn0000018 Body 3R 3680000 17.191834643314 1.79047950426026
FBgn0000018 Body 3R 3690000 17.1876649029132 1.78980602838017
FBgn0000018 Body 3R 3700000 17.1901388975693 1.79020560990696
FBgn0000018 Body 3R 3710000 17.1991821370098 1.79166635360908
FBgn0000018 Body 3R 3720000 17.2145473162059 1.7941487972281
FBgn0000018 Body 3R 3730000 17.1963587279756 1.79121026713377
FBgn0000018 Body 3R 3740000 17.1778307565869 1.78821785852376
FBgn0000018 Body 3R 3750000 17.1595852425353 1.78527200945628
FBgn0000018 Body 3R 3760000 17.0582703762307 1.76893116663009
FBgn0000018 Body 3R 3770000 16.9369328734215 1.74939926696886
FBgn0000018 Body 3R 3780000 16.8534847819501 1.73599099382311
FBgn0000018 Body 3R 3790000 16.8113539046662 1.72922913778075
FBgn0000018 Body 3R 3800000 16.812694906796 1.72944428444207
FBgn0000018 Body 3R 3810000 16.8581739013839 1.73674389907888
FBgn0000018 Body 3R 3820000 16.9471699863475 1.7510455262374
FBgn0000018 Body 3R 3830000 17.0777091779682 1.77206415780267
FBgn0000018 Body 3R 3840000 17.2459347972726 1.79922189968672
FBgn0000018 Body 3R 3850000 17.4471999954935 1.83181687249564
FBgn0000018 Body 3R 3860000 17.5367665031995 1.84635789377361
FBgn0000018 Body 3R 3870000 17.5821941282288 1.85374132863768
FBgn0000018 Body 3R 3880000 17.6278121114028 1.86116129889237
FBgn0000018 Body 3R 3890000 17.5988454493513 1.85644909236613
FBgn0000018 Body 3R 3900000 17.5194030843659 1.84353725977253
FBgn0000018 Body 3R 3910000 17.4337197004611 1.82963025356715
FBgn0000018 Body 3R 3920000 17.4245417048055 1.82814178856329
FBgn0000018 Body 3R 3930000 17.423084582957 1.82790549728498
FBgn0000018 Body 3R 3940000 17.1927170560352 1.79062203344717
FBgn0000018 Body 3R 3950000 16.7999065517643 1.7273927691578
FBgn0000018 Body 3R 3960000 16.4106837840909 1.66518410633108
FBgn0000018 Body 3R 3970000 16.0260148456123 1.6041540716159
FBgn0000018 Body 3R 3980000 15.6482816621829 1.5446781867796
FBgn0000018 Body 3R 3990000 15.2799580405012 1.48713436852638
FBgn0000018 Body 3R 4e+06 14.9578912194361 1.43719601882235
FBgn0000018 Body 3R 4010000 14.8903789681854 1.42677388605726
FBgn0000018 Body 3R 4020000 14.8243333264036 1.41659385871004
FBgn0000018 Body 3R 4030000 14.7605963885171 1.4067845157903
FBgn0000018 Body 3R 4040000 14.6998561022483 1.39745001860416
FBgn0000018 Body 3R 4050000 14.6426085403073 1.38866455638265
FBgn0000018 Body 3R 4060000 14.6407644740357 1.38838175682262
FBgn0000018 Body 3R 4070000 14.6423482869 1.3886246440753
FBgn0000018 Body 3R 4080000 14.6439724969441 1.38887373601193
FBgn0000018 Body 3R 4090000 14.6455959963837 1.38912272861368
FBgn0000018 Body 3R 4100000 14.6472269597148 1.38937287564388
FBgn0000018 Body 3R 4110000 14.7053474734562 1.39829337603606
FBgn0000018 Body 3R 4120000 14.9289984281436 1.4327337462942
FBgn0000018 Body 3R 4130000 15.0664656094646 1.45399080153029
FBgn0000018 Body 3R 4140000 15.0891868720423 1.45751065452974
FBgn0000018 Body 3R 4150000 15.0901694191243 1.45766290590822
FBgn0000018 Body 3R 4160000 15.0920179353384 1.4579493533466
FBgn0000018 Body 3R 4170000 15.0938701230848 1.45823638166103
FBgn0000018 Body 3R 4180000 15.0957205857303 1.45852315456685
FBgn0000018 Body 3R 4190000 15.0975725543231 1.45881017278678
FBgn0000018 Body 3R 4200000 15.0994200933401 1.45909651640243
FBgn0000018 Body 3R 4210000 15.1012645412752 1.45938239278735
FBgn0000018 Body 3R 4220000 15.2109890050056 1.4764101154556
